Label,WikiDate ID,English Description,Language,Wiki Short Lang,Entry
Darren,Q16354707,name; male given name and surname,Japanese,ja,ダレン
Darren,Q16354707,name; male given name and surname,Norwegian,no,Darren
Darrick,Q5225266,given name,English,en,Darrick
Darrin (name),Q114414395,No description defined,English,en,Darrin (name)
Darroll,Q24196466,Wikimedia disambiguation page,English,en,Darroll
Darron,Q5225318,Wikimedia disambiguation page,English,en,Darron
Darryl,Q19824099,male given name,German,de,Darryl
Darryl,Q19824099,male given name,English,en,Darryl
Darvin (given name),Q60791407,No description defined,English,en,Darvin (given name)
Darvin (given name),Q60791407,No description defined,Swedish,sv,Darvin
Darvish,Q37518692,family name,English,en,Darvish
Darwin (given name),Q20002120,male given name,English,en,Darwin (given name)
Dary,Q37507226,family name,English,en,Dary
Daryle,Q112566782,male given name,English,en,Daryle
Dashiell,Q5226618,family name,English,en,Dashiell
Dashrath,Q96476835,male given name,English,en,Dashrath
Dastgir,Q5226902,family name,English,en,Dastgir
Dattatraya,Q112871523,No description defined,English,en,Dattatraya
Daud (name),Q11000929,male given name,Arabic,ar,داود (اسم)
Daud (name),Q11000929,male given name,Azerbaijani,az,Davud (ad)
Daud (name),Q11000929,male given name,Catalan,ca,Dàwud (nom)
Daud (name),Q11000929,male given name,English,en,Daud (name)
Daud (name),Q11000929,male given name,Italian,it,Daud
Daud (name),Q11000929,male given name,Chinese,zh,达乌德 (人名)
Dauda (given name),Q16275314,given name,English,en,Dauda (given name)
Daudet,Q21484531,family name,English,en,Daudet
Daumantas,Q5228036,Wikimedia disambiguation page,Belarusian (Taraškievica orthography),be-tarask,Даўмонт (імя)
Daumantas,Q5228036,Wikimedia disambiguation page,German,de,Daumantas
Daumantas,Q5228036,Wikimedia disambiguation page,English,en,Daumantas
Daumantas,Q5228036,Wikimedia disambiguation page,Italian,it,Daumantas
Daumantas,Q5228036,Wikimedia disambiguation page,Japanese,ja,ダウマンタス
Daumantas,Q5228036,Wikimedia disambiguation page,Lithuanian,lt,Daumantas (reikšmės)
Daumantas,Q5228036,Wikimedia disambiguation page,Dutch,nl,Daumantas
Daumantas,Q5228036,Wikimedia disambiguation page,Ukrainian,uk,Довмонт (значення)
Daunte,Q97751070,given name,English,en,Daunte
Daut,Q96476837,No description defined,English,en,Daut
Dave (given name),Q16275316,male given name,English,en,Dave (given name)
Davern,Q16275318,name: given name and surname,English,en,Davern
Davey (given name),Q21002451,male given name,English,en,Davey (given name)
Davíð,Q16275320,Wikimedia disambiguation page,English,en,Davíð
Davíð,Q16275320,Wikimedia disambiguation page,Icelandic,is,Davíð (höggmynd)
Davide,Q18039918,male given name,German,de,Davide
Davide,Q18039918,male given name,English,en,Davide
Davide,Q18039918,male given name,Italian,it,Davide (nome)
Davide,Q18039918,male given name,Slovenian,sl,Davide
Davie,Q28398064,family name,English,en,Davie
Davin,Q54871254,family name,English,en,Davin
Davina,Q5241778,Wikimedia disambiguation page,English,en,Davina
Davion,Q106570411,No description defined,English,en,Davion
Dāvis,Q25158638,Wikimedia disambiguation page,English,en,Dāvis
Dāvis,Q25158638,Wikimedia disambiguation page,Latvian,lv,Dāvis
Davis (given name),Q19365842,male given name,English,en,Davis (given name)
Davis (given name),Q19365842,male given name,Italian,it,Davis (nome)
Davon,Q16275324,Wikimedia disambiguation page,English,en,Davon
Davor (name),Q16275327,male given name,Czech,cs,Davor (jméno)
Davor (name),Q16275327,male given name,English,en,Davor (name)
Davor (name),Q16275327,male given name,Hungarian,hu,Davor (keresztnév)
Davor (name),Q16275327,male given name,Italian,it,Davor (nome)
Davor (name),Q16275327,male given name,Slovenian,sl,Davor
Davorin,Q16275329,male given name,German,de,Davorin
Davorin,Q16275329,male given name,English,en,Davorin
Davorin,Q16275329,male given name,Slovenian,sl,Davorin
Davoud,Q5242119,Wikimedia disambiguation page,English,en,Davoud
Davron (given name),Q96476838,No description defined,English,en,Davron (given name)
Davy (given name),Q5242173,male given name,German,de,Davy
Davy (given name),Q5242173,male given name,English,en,Davy (given name)
Davy (given name),Q5242173,male given name,Manx,gv,Davy (ennym)
Davys,Q104867897,No description defined,English,en,Davys
Daw (given name),Q16275332,given name,English,en,Daw (given name)
Dawa (Tibetan phrase),Q5242256,Tibetan phrase,English,en,Dawa (Tibetan phrase)
Dawa (Tibetan phrase),Q5242256,Tibetan phrase,French,fr,Dawa (prénom tibétain)
Dawid,Q19830589,male given name,English,en,Dawid
Dawid,Q19830589,male given name,Polish,pl,Dawid (imię)
Dawie,Q105984548,No description defined,English,en,Dawie
Dawit,Q1178590,male given name,German,de,Dawit
Dawit,Q1178590,male given name,English,en,Dawit
Dawn (name),Q7375129,female given name,English,en,Dawn (name)
Dawn (name),Q7375129,female given name,Finnish,fi,Dawn (nimi)
Dawn (name),Q7375129,female given name,Italian,it,Dawn (nome)
Dawn (name),Q7375129,female given name,Norwegian Nynorsk,nn,Dawn
Dawn (name),Q7375129,female given name,Swedish,sv,Dawn (namn)
Dawoud,Q28169549,family name,English,en,Dawoud
Dawson (given name),Q21129928,male given name,English,en,Dawson (given name)
Dayal,Q1179076,Wikimedia disambiguation page,German,de,Dayal
Dayal,Q1179076,Wikimedia disambiguation page,English,en,Dayal
Dayana,Q5243031,Wikimedia disambiguation page,English,en,Dayana
Dayanidhi,Q48724195,given name,English,en,Dayanidhi
Dayle,Q5243163,given name,English,en,Dayle
Daymond,Q65071007,No description defined,English,en,Daymond
Dayna,Q16275336,Wikimedia disambiguation page,English,en,Dayna
Dayne,Q37572581,family name,English,en,Dayne
Dayron,Q104871436,No description defined,English,en,Dayron
Dayton (name),Q16275338,name: given name and surname,English,en,Dayton (name)
Dayvon,Q101402591,given name,English,en,Dayvon
De Troyes,Q18354715,Wikimedia disambiguation page,English,en,De Troyes
De'Anthony,Q96476839,male given name,English,en,De'Anthony
De'Mon,Q20726778,given name,English,en,De'Mon
Deacon (name),Q4161550,family name,English,en,Deacon (name)
Dean (given name),Q1796595,male given name,German,de,Dean (Vorname)
Dean (given name),Q1796595,male given name,English,en,Dean (given name)
Dean (given name),Q1796595,male given name,Italian,it,Dean (nome)
Dean (given name),Q1796595,male given name,Norwegian,no,Dean
Dean (given name),Q1796595,male given name,Slovenian,sl,Dean
Dean (given name),Q1796595,male given name,Serbian,sr,Деан
Dean (given name),Q1796595,male given name,Swedish,sv,Dean (namn)
Dean (given name),Q1796595,male given name,Ukrainian,uk,Дін (ім'я)
Deandra,Q96476849,given name,English,en,Deandra
DeAndre,Q16774887,Wikimedia disambiguation page,English,en,DeAndre
DeAndrea,Q116196766,No description defined,English,en,DeAndrea
Deane (name),Q96476850,No description defined,English,en,Deane (name)
Deanna,Q20898921,female given name,German,de,Deanna
Deanna,Q20898921,female given name,English,en,Deanna
Deanna,Q20898921,female given name,French,fr,Deanna
Deanna,Q20898921,female given name,Italian,it,Deanna
Deanne,Q5246768,Wikimedia disambiguation page,English,en,Deanne
Deb (given name),Q25114318,female given name,English,en,Deb (given name)
Debabrata,Q65091896,No description defined,English,en,Debabrata
Debaprasad,Q115734988,Wikimedia disambiguation page,English,en,Debaprasad
Debashree,Q28402572,given name,English,en,Debashree
Debbie,Q1181414,female given name,German,de,Debbie
Debbie,Q1181414,female given name,English,en,Debbie
Debbie,Q1181414,female given name,French,fr,Debbie (homonymie)
Debbie,Q1181414,female given name,Russian,ru,Дебби
Debjani,Q96476852,No description defined,English,en,Debjani
Debra,Q1181618,female given name,German,de,Debra
Debra,Q1181618,female given name,English,en,Debra
Debra,Q1181618,female given name,Finnish,fi,Debra
Debra,Q1181618,female given name,Japanese,ja,デブラ
Debra,Q1181618,female given name,Swedish,sv,Debra (namn)
Debrah,Q86009755,No description defined,English,en,Debrah
Decatur (name),Q16275345,family name,English,en,Decatur (name)
Decebal (name),Q96476853,male given name,English,en,Decebal (name)
Dechen,Q19967606,female given name,English,en,Dechen
Dechen,Q19967606,female given name,French,fr,Dechen
Decio,Q19970519,male given name,English,en,Decio
Decio,Q19970519,male given name,Italian,it,Decio (nome)
Declan (given name),Q1182050,male given name,English,en,Declan (given name)
Declan (given name),Q1182050,male given name,Italian,it,Declan
DeCoursey,Q21500876,family name,English,en,DeCoursey
Deedee,Q14850126,Wikimedia disambiguation page,English,en,Deedee
Deedee,Q14850126,Wikimedia disambiguation page,French,fr,Dee Dee
Deedee,Q14850126,Wikimedia disambiguation page,Dutch,nl,Dee Dee
Deena,Q20898952,female given name,English,en,Deena
Deep (given name),Q16275349,male given name,English,en,Deep (given name)
Deepa,Q1182434,female given name,German,de,Deepa
Deepa,Q1182434,female given name,English,en,Deepa
Deepa,Q1182434,female given name,Hindi,hi,दीपा
Deepak,Q1182436,male given name,Bangla,bn,দীপক
Deepak,Q1182436,male given name,German,de,Deepak
Deepak,Q1182436,male given name,English,en,Deepak
Deepak,Q1182436,male given name,French,fr,Deepak
Deepak,Q1182436,male given name,Hindi,hi,दीपक (नाम)
Deepali,Q5250549,Wikimedia disambiguation page,English,en,Deepali
Deepali,Q5250549,Wikimedia disambiguation page,Hindi,hi,दीपाली
Deer (given name),Q16275352,given name,English,en,Deer (given name)
Deeya,Q96476862,No description defined,English,en,Deeya
DeForest (name),Q25114802,name: given name and surname,English,en,DeForest (name)
DeHart,Q16275354,given name,English,en,DeHart
Deidre,Q5252409,Wikimedia disambiguation page,English,en,Deidre
Deimantas,Q24344902,male given name,English,en,Deimantas
Deimantė,Q22696256,female given name,English,en,Deimantė
Deion,Q651918,Wikimedia disambiguation page,Bulgarian,bg,Деион
Deion,Q651918,Wikimedia disambiguation page,German,de,Deion
Deion,Q651918,Wikimedia disambiguation page,English,en,Deion
Deion,Q651918,Wikimedia disambiguation page,Slovak,sk,Déión
Deirdre (given name),Q110921118,No description defined,English,en,Deirdre (given name)
Deivi,Q96476865,No description defined,English,en,Deivi
Deividas,Q15804942,male given name,German,de,Deividas
Deividas,Q15804942,male given name,English,en,Deividas
Dejene,Q16275355,Wikimedia disambiguation page,English,en,Dejene
Del (given name),Q21042811,given name,English,en,Del (given name)
Del (given name),Q21042811,given name,French,fr,Del (prénom)
Delaney (given name),Q27678377,given name,English,en,Delaney (given name)
Delanie,Q96476866,Wikimedia list article,English,en,Delanie
Delbert,Q1184000,male given name,German,de,Delbert
Delbert,Q1184000,male given name,English,en,Delbert
Delbert,Q1184000,male given name,French,fr,Delbert
Dele (name),Q21487499,family name,English,en,Dele (name)
Delfino (name),Q99425097,name; male given name and surname,English,en,Delfino (name)
Delia,Q363820,female given name,Czech,cs,Delia
Delia,Q363820,female given name,German,de,Delia (Vorname)
Delia,Q363820,female given name,English,en,Delia
Delia,Q363820,female given name,Spanish,es,Delia (nombre)
Delia,Q363820,female given name,Hungarian,hu,Délia
Delia,Q363820,female given name,Italian,it,Delia (nome)
Delia,Q363820,female given name,Dutch,nl,Delia (voornaam)
Delia,Q363820,female given name,Swedish,sv,Delia (namn)
Delilah (given name),Q56027794,feminine given name,English,en,Delilah (given name)
Dell (name),Q16275358,name,English,en,Dell (name)
Della (name),Q20888797,female given name,German,de,Della (Vorname)
Della (name),Q20888797,female given name,English,en,Della (name)
Delmas,Q410359,Wikimedia disambiguation page,Cebuano,ceb,Delmas
Delmas,Q410359,Wikimedia disambiguation page,German,de,Delmas
Delmas,Q410359,Wikimedia disambiguation page,English,en,Delmas
Delmas,Q410359,Wikimedia disambiguation page,Spanish,es,Delmas
Delmas,Q410359,Wikimedia disambiguation page,French,fr,Delmas
Delmas,Q410359,Wikimedia disambiguation page,Italian,it,Delmas
Delmas,Q410359,Wikimedia disambiguation page,Dutch,nl,Delmas
Delmas,Q410359,Wikimedia disambiguation page,Polish,pl,Delmas
Delmas,Q410359,Wikimedia disambiguation page,Russian,ru,Дельмас
Delmas,Q410359,Wikimedia disambiguation page,Swedish,sv,Delmas
Delmas,Q410359,Wikimedia disambiguation page,Ukrainian,uk,Дельмас
Delnaz,Q41761353,Wikimedia disambiguation page,English,en,Delnaz
Delong,Q1179554,family name,German,de,DeLong
Delong,Q1179554,family name,English,en,Delong
Delong,Q1179554,family name,Italian,it,DeLong
Delong,Q1179554,family name,Russian,ru,Делонг
Delong,Q1179554,family name,Ukrainian,uk,Делонг
Delphine (given name),Q19960987,female given name,German,de,Delphine (Vorname)
Delphine (given name),Q19960987,female given name,English,en,Delphine (given name)
Delroy,Q5254502,Wikimedia disambiguation page,English,en,Delroy
Delvin (name),Q19901956,family name,English,en,Delvin (name)
Delvin (name),Q19901956,family name,Persian,fa,دلوین (نام)
Delwyn,Q112424174,Wikimedia disambiguation page,English,en,Delwyn
DeMar,Q37313264,family name,English,en,DeMar
Demarchos (name),Q62077370,Wikimedia disambiguation page,German,de,Demarchos
Demarchos (name),Q62077370,Wikimedia disambiguation page,English,en,Demarchos (name)
DeMarcus,Q18327303,male given name,English,en,DeMarcus
DeMarcus,Q18327303,male given name,French,fr,DeMarcus
Demarre,Q65078234,No description defined,English,en,Demarre
Demet,Q5255179,Wikimedia disambiguation page,German,de,Demet
Demet,Q5255179,Wikimedia disambiguation page,English,en,Demet
Demet,Q5255179,Wikimedia disambiguation page,Turkish,tr,Demet
Demetria (name),Q651493,female given name,English,en,Demetria (name)
Demetria (name),Q651493,female given name,Spanish,es,Demetria
Demetria (name),Q651493,female given name,Hungarian,hu,Demetria
Demetria (name),Q651493,female given name,Polish,pl,Demetria
Demetric,Q104876841,male given name,English,en,Demetric
Demetrice,Q104876846,No description defined,English,en,Demetrice
Demetrious,Q48978564,male given name,English,en,Demetrious
Demetrius,Q16190631,male given name,Catalan,ca,Demetri (grecs)
Demetrius,Q16190631,male given name,English,en,Demetrius
Demetrius,Q16190631,male given name,Persian,fa,دمتریوس
Demetrius,Q16190631,male given name,Hebrew,he,דמטריוס
Demetrius,Q16190631,male given name,Latin,la,Demetrius
Demi,Q1185567,unisex given name,English,en,Demi
Demi,Q1185567,unisex given name,Dutch,nl,Demi
Deming (given name),Q94992946,Chinese given name (德明),English,en,Deming (given name)
Demis,Q104860899,male given name,English,en,Demis
Demissie,Q16275364,Wikimedia disambiguation page,English,en,Demissie
Demmy,Q36862334,family name,English,en,Demmy
Demmy,Q36862334,family name,Russian,ru,Демми
Demna,Q117230865,No description defined,English,en,Demna
Demond,Q16275367,family name,English,en,Demond
Dempsey,Q16774952,family name,English,en,Dempsey
Dempsey,Q16774952,family name,Polish,pl,Dempsey
Dena (given name),Q1186839,female given name,German,de,Dena (Name)
Dena (given name),Q1186839,female given name,English,en,Dena (given name)
Dena (given name),Q1186839,female given name,French,fr,Dena (prénom)
Deneen,Q21493347,family name,English,en,Deneen
Dener,Q10265065,Wikimedia disambiguation page,German,de,Dener
Dener,Q10265065,Wikimedia disambiguation page,English,en,Dener
Dener,Q10265065,Wikimedia disambiguation page,Russian,ru,Денер
Dénes,Q15233713,male given name,German,de,Dénes
Dénes,Q15233713,male given name,English,en,Dénes
Dénes,Q15233713,male given name,French,fr,Dénes
Dénes,Q15233713,male given name,Hungarian,hu,Dénes
Dénes,Q15233713,male given name,Japanese,ja,デーネシュ
Dénes,Q15233713,male given name,Polish,pl,Dénes
Deng (Sudanese name),Q112810865,No description defined,English,en,Deng (Sudanese name)
Denice (given name),Q86008914,female given name,English,en,Denice (given name)
Denílson,Q229360,Wikimedia disambiguation page,German,de,Denílson
Denílson,Q229360,Wikimedia disambiguation page,English,en,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Spanish,es,Denilson
Denílson,Q229360,Wikimedia disambiguation page,Estonian,et,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Persian,fa,دنیلسون (ابهام‌زدایی)
Denílson,Q229360,Wikimedia disambiguation page,Finnish,fi,Denílson
Denílson,Q229360,Wikimedia disambiguation page,French,fr,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Hebrew,he,דנילסון
Denílson,Q229360,Wikimedia disambiguation page,Italian,it,Denílson (disambigua)
Denílson,Q229360,Wikimedia disambiguation page,Japanese,ja,デニウソン
Denílson,Q229360,Wikimedia disambiguation page,Korean,ko,데니우송
Denílson,Q229360,Wikimedia disambiguation page,Dutch,nl,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Polish,pl,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Portuguese,pt,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Russian,ru,Денилсон (значения)
Denílson,Q229360,Wikimedia disambiguation page,Scots,sco,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Serbian,sr,Денилсон
Denílson,Q229360,Wikimedia disambiguation page,Swedish,sv,Denilson
Denílson,Q229360,Wikimedia disambiguation page,Turkish,tr,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Ukrainian,uk,Денілсон
Denílson,Q229360,Wikimedia disambiguation page,Vietnamese,vi,Denílson
Denílson,Q229360,Wikimedia disambiguation page,Chinese,zh,丹尼臣
Denio,Q5257057,Wikimedia disambiguation page,English,en,Denio
Denis (given name),Q1187221,male given name,Azerbaijani,az,Denis
Denis (given name),Q1187221,male given name,Czech,cs,Denis
Denis (given name),Q1187221,male given name,German,de,Denis (Vorname)
Denis (given name),Q1187221,male given name,English,en,Denis (given name)
Denis (given name),Q1187221,male given name,French,fr,Denis (prénom)
Denis (given name),Q1187221,male given name,Slovak,sk,Denis
Denis (given name),Q1187221,male given name,Slovenian,sl,Denis
Denisa,Q16275371,female given name,Czech,cs,Denisa
Denisa,Q16275371,female given name,English,en,Denisa
Denisa,Q16275371,female given name,Slovak,sk,Denisa
Denisa,Q16275371,female given name,Slovenian,sl,Denisa
Denise (given name),Q1193018,female given name,Breton,br,Denise
Denise (given name),Q1193018,female given name,German,de,Denise
Denise (given name),Q1193018,female given name,English,en,Denise (given name)
Denise (given name),Q1193018,female given name,Esperanto,eo,Deniza (persona nomo)
Denise (given name),Q1193018,female given name,Spanish,es,Denise
Denise (given name),Q1193018,female given name,Finnish,fi,Denise
Denise (given name),Q1193018,female given name,Dutch,nl,Denise (voornaam)
Denise (given name),Q1193018,female given name,Russian,ru,Дениза
Denise (given name),Q1193018,female given name,Simple English,en-simple,Denise
Denise (given name),Q1193018,female given name,Slovenian,sl,Denise
Denise (given name),Q1193018,female given name,Swedish,sv,Denise
Denison (name),Q96581708,name; male given name and surname,English,en,Denison (name)
Denley,Q56820528,Wikimedia disambiguation page,English,en,Denley
Denley,Q56820528,Wikimedia disambiguation page,French,fr,Denley
Denmark (name),Q37044634,family name,English,en,Denmark (name)
Dennis,Q639292,male given name,Danish,da,Dennis
Dennis,Q639292,male given name,German,de,Dennis
Dennis,Q639292,male given name,English,en,Dennis
Dennis,Q639292,male given name,Esperanto,eo,Denizo
Dennis,Q639292,male given name,Finnish,fi,Dennis
Dennis,Q639292,male given name,Japanese,ja,デニス
Dennis,Q639292,male given name,Dutch,nl,Dennis (voornaam)
Dennis,Q639292,male given name,Norwegian,no,Dennis (navn)
Dennis,Q639292,male given name,Swedish,sv,Dennis
Dennis,Q639292,male given name,Vietnamese,vi,Dennis
Dennis,Q639292,male given name,Chinese,zh,Dennis
Denny (given name),Q16275497,male given name,English,en,Denny (given name)
Denver (name),Q19901958,family name,English,en,Denver (name)
Denyce,Q86008921,No description defined,English,en,Denyce
Denys,Q18755454,male given name,English,en,Denys
Denyse,Q19968500,female given name,English,en,Denyse
Deodat,Q96418305,No description defined,English,en,Deodat
Deok-su,Q18111689,Korean male given name 덕수,English,en,Deok-su
Deon,Q1190136,Wikimedia disambiguation page,German,de,Deon
Deon,Q1190136,Wikimedia disambiguation page,English,en,Deon
Deon,Q1190136,Wikimedia disambiguation page,Korean,ko,데온
Deontay,Q81605922,male given name,English,en,Deontay
Deonte,Q104860462,No description defined,English,en,Deonte
Děpolt,Q47091316,male given name,English,en,Děpolt
Deray,Q116700673,No description defined,English,en,Deray
Derbforgaill (given name),Q5261385,female given name,English,en,Derbforgaill (given name)
Derek,Q11740724,male given name,German,de,Derek (Vorname)
Derek,Q11740724,male given name,English,en,Derek
Derek,Q11740724,male given name,Italian,it,Derek
Derek,Q11740724,male given name,Japanese,ja,デレク
Derek,Q11740724,male given name,Korean,ko,데렉
Deren,Q5262526,family name,English,en,Deren
Deressa,Q16275500,given name,English,en,Deressa
Deriba,Q16275502,given name,English,en,Deriba
Derick,Q21396406,male given name,English,en,Derick
Derk (given name),Q1200194,male given name,German,de,Derk
Derk (given name),Q1200194,male given name,English,en,Derk (given name)
Deron,Q1200308,Wikimedia disambiguation page,English,en,Deron
Derreck,Q48981715,male given name,English,en,Derreck
Derrell,Q5262951,Wikimedia disambiguation page,English,en,Derrell
Derren,Q5262959,Wikimedia disambiguation page,English,en,Derren
Derrick (name),Q1200323,male given name,German,de,Derrick (Vorname)
Derrick (name),Q1200323,male given name,English,en,Derrick (name)
Derrick (name),Q1200323,male given name,Norwegian,no,Derrick (navn)
Derrius,Q18324304,Wikimedia disambiguation page,English,en,Derrius
Derry (given name),Q25114188,given name,English,en,Derry (given name)
Derviş,Q5263296,family name,English,en,Derviş
Dervla,Q17984468,female given name,German,de,Dervla
Dervla,Q17984468,female given name,English,en,Dervla
Derwin,Q31207182,given name,English,en,Derwin
Derya,Q1200425,unisex given name,Azerbaijani,az,Dərya
Derya,Q1200425,unisex given name,German,de,Derya
Derya,Q1200425,unisex given name,English,en,Derya
Derya,Q1200425,unisex given name,French,fr,Derya
Derya,Q1200425,unisex given name,Turkish,tr,Derya
Derya,Q1200425,unisex given name,Ukrainian,uk,Дер'я
Des,Q21396326,male given name,English,en,Des
DeSean,Q86009413,male given name,English,en,DeSean
Deshaun,Q65057643,Wikimedia list of persons by given name,English,en,Deshaun
DeShawn,Q5244083,male given name,English,en,DeShawn
Deshun,Q86009418,given name,English,en,Deshun
Desiderio,Q25929528,family name,English,en,Desiderio
Desiderio,Q25929528,family name,French,fr,Desiderio
Desiderio,Q25929528,family name,Russian,ru,Дезидерио
Desiderius (given name),Q2022412,male given name,Belarusian,be,Дэзідэрый
Desiderius (given name),Q2022412,male given name,German,de,Desiderius
Desiderius (given name),Q2022412,male given name,English,en,Desiderius (given name)
Desiderius (given name),Q2022412,male given name,Latin,la,Desiderius (nomen)
Desiderius (given name),Q2022412,male given name,Dutch,nl,Desiderius (naam)
Desiderius (given name),Q2022412,male given name,Russian,ru,Дезидерий
Desimir,Q16083155,male given name,English,en,Desimir
Desimir,Q16083155,male given name,Serbian,sr,Десимир
Désirée (given name),Q919943,female given name,German,de,Désirée (Name)
Désirée (given name),Q919943,female given name,English,en,Désirée (given name)
Désirée (given name),Q919943,female given name,Finnish,fi,Désirée
Désirée (given name),Q919943,female given name,Norwegian,no,Désirée
Désirée (given name),Q919943,female given name,Swedish,sv,Desirée
Desislav,Q21676572,male given name (Десислав),English,en,Desislav
Desislava,Q21676271,female given name (Десислава),English,en,Desislava
Desmond (name),Q7726004,given name and surname,German,de,Desmond
Desmond (name),Q7726004,given name and surname,English,en,Desmond (name)
Desmond (name),Q7726004,given name and surname,Finnish,fi,Desmond
Desmond (name),Q7726004,given name and surname,Indonesian,id,Desmond (nama)
Dessie (given name),Q82932566,given name,English,en,Dessie (given name)
Destin (name),Q19915049,male given name,English,en,Destin (name)
Destiny (given name),Q5265262,given name,English,en,Destiny (given name)
Detlef,Q1201205,male given name,German,de,Detlef
Detlef,Q1201205,male given name,English,en,Detlef
Detlef,Q1201205,male given name,Italian,it,Detlef
Detlev,Q5265749,male given name,English,en,Detlev
Detlev,Q5265749,male given name,Korean,ko,데틀레프
Deval,Q1206623,Wikimedia disambiguation page,German,de,Deval
Deval,Q1206623,Wikimedia disambiguation page,English,en,Deval
Deval,Q1206623,Wikimedia disambiguation page,French,fr,Deval
Deval,Q1206623,Wikimedia disambiguation page,Italian,it,Deval
Devananda,Q24085318,family name,English,en,Devananda
Devananda,Q24085318,family name,Tamil,ta,தேவானந்தா
Devang,Q93309014,Wikimedia disambiguation page,English,en,Devang
Devante,Q26902515,Wikimedia disambiguation page,English,en,Devante
Devapriya,Q56538172,family name,English,en,Devapriya
Deven,Q5266840,Wikimedia disambiguation page,English,en,Deven
Devendra,Q5266853,male given name,English,en,Devendra
Devendra,Q5266853,male given name,Urdu,ur,دیویندر
DeVere,Q5244131,family name,English,en,DeVere
Deveron (given name),Q18324305,Wikimedia disambiguation page,English,en,Deveron (given name)
Devika (name),Q86008955,No description defined,English,en,Devika (name)
Devin (name),Q15707403,unisex given name,German,de,Devin (Vorname)
Devin (name),Q15707403,unisex given name,English,en,Devin (name)
Devin (name),Q15707403,unisex given name,Italian,it,Devin (nome)
Devlet,Q5267607,Wikimedia disambiguation page,English,en,Devlet
Devlet,Q5267607,Wikimedia disambiguation page,Russian,ru,Девлет
Devlin (given name),Q114315557,No description defined,English,en,Devlin (given name)
Devoe (name),Q25114705,given name,English,en,Devoe (name)
DeVon,Q5244138,given name,English,en,DeVon
Devon (given name),Q2675597,unisex given name,German,de,Devon (Vorname)
Devon (given name),Q2675597,unisex given name,English,en,Devon (given name)
Devonta,Q28403645,male given name,English,en,Devonta
Devontae,Q76550149,male given name,English,en,Devontae
Devonte,Q96476878,male given name,English,en,Devonte
Devran,Q5267950,given name,English,en,Devran
Devyn,Q48979398,unisex given name,English,en,Devyn
Dewell,Q19607239,family name,English,en,Dewell
Dewell,Q19607239,family name,Chinese (Min Nan),,Dewell
Dewey (given name),Q16275509,male given name,English,en,Dewey (given name)
DeWitt (name),Q16275512,family name,English,en,DeWitt (name)
DeWitt (name),Q16275512,family name,Russian,ru,Деуитт
Dexter (name),Q16275514,family name,German,de,Dexter (Name)
Dexter (name),Q16275514,family name,English,en,Dexter (name)
Dhanishka,Q5268984,No description defined,English,en,Dhanishka
Dheeraj,Q53807289,Wikimedia disambiguation page,English,en,Dheeraj
Dheeraj,Q53807289,Wikimedia disambiguation page,Hindi,hi,धीरज
Dhiego,Q117230861,No description defined,English,en,Dhiego
Dhikrullah,Q5269547,Wikimedia disambiguation page,English,en,Dhikrullah
Dhimitër,Q5269564,male given name,English,en,Dhimitër
Dhinakaran,Q48724795,No description defined,English,en,Dhinakaran
Dhinakaran,Q48724795,No description defined,Tamil,ta,தினகரன்
Dia (name),Q16275516,family name,English,en,Dia (name)
Dia (name),Q16275516,family name,Russian,ru,Диа
Diaa,Q65064874,male given name (ضياء‎),English,en,Diaa
Dian (given name),Q16869548,unisex given name,English,en,Dian (given name)
Diana (name),Q645412,female given name,Alemannisch,gsw,Diana (Vorname)
Diana (name),Q645412,female given name,Arabic,ar,ديانا (اسم)
Diana (name),Q645412,female given name,Czech,cs,Diana (jméno)
Diana (name),Q645412,female given name,Danish,da,Diana (pigenavn)
Diana (name),Q645412,female given name,German,de,Diana (Vorname)
Diana (name),Q645412,female given name,English,en,Diana (name)
Diana (name),Q645412,female given name,Spanish,es,Diana (nombre)
Diana (name),Q645412,female given name,Estonian,et,Diana (eesnimi)
Diana (name),Q645412,female given name,Finnish,fi,Diana (nimi)
Diana (name),Q645412,female given name,Armenian,hy,Դիանա (անուն)
Diana (name),Q645412,female given name,Italian,it,Diana (nome)
Diana (name),Q645412,female given name,Latin,la,Diana (nomen)
Diana (name),Q645412,female given name,Dutch,nl,Diana (voornaam)
Diana (name),Q645412,female given name,Norwegian Nynorsk,nn,Diana
Diana (name),Q645412,female given name,Norwegian,no,Diana (navn)
Diana (name),Q645412,female given name,Polish,pl,Diana (imię)
Diana (name),Q645412,female given name,Russian,ru,Диана (имя)
Diana (name),Q645412,female given name,Simple English,en-simple,Diana (given name)
Diana (name),Q645412,female given name,Slovak,sk,Diana (prvé meno)
Diana (name),Q645412,female given name,Slovenian,sl,Diana (ime)
Diana (name),Q645412,female given name,Swedish,sv,Diana (namn)
Diana (name),Q645412,female given name,Ukrainian,uk,Діана (ім'я)
Diandra,Q16275519,given name,English,en,Diandra
