Label,WikiDate ID,English Description,Language,Wiki Short Lang,Entry
Miho,Q1932885,female given name,Ukrainian,uk,Міхо (значення)
Mihoko,Q28197151,female given name,English,en,Mihoko
Mihovil,Q6845337,male given name,English,en,Mihovil
Mihovil,Q6845337,male given name,Croatian,hr,Mihovil (ime)
Mihran (disambiguation),Q106981827,Wikimedia disambiguation page,English,en,Mihran (disambiguation)
Mihri,Q28220369,Wikimedia disambiguation page,English,en,Mihri
Miika,Q1249244,male given name,English,en,Miika
Miika,Q1249244,male given name,Finnish,fi,Miika
Miika,Q1249244,male given name,French,fr,Miika
Miikka,Q23309766,male given name,German,de,Miikka
Miikka,Q23309766,male given name,English,en,Miikka
Miikka,Q23309766,male given name,Finnish,fi,Miikka
Miiko,Q6845427,female given name,English,en,Miiko
Miiko,Q6845427,female given name,French,fr,Miiko
Miina,Q11882520,female given name,German,de,Miina
Miina,Q11882520,female given name,English,en,Miina
Miina,Q11882520,female given name,Estonian,et,Miina (eesnimi)
Miina,Q11882520,female given name,Finnish,fi,Miina (nimi)
Miina,Q11882520,female given name,French,fr,Miina
Mijailo,Q116735731,No description defined,English,en,Mijailo
Mijat,Q17018221,male given name,English,en,Mijat
Mika,Q1158495,name: given name and family name,German,de,Mika
Mika,Q1158495,name: given name and family name,English,en,Mika
Mika,Q1158495,name: given name and family name,Finnish,fi,Mika
Mika,Q1158495,name: given name and family name,Dutch,nl,Mika
Mika,Q1158495,name: given name and family name,Norwegian,no,Mika (navn)
Mika,Q1158495,name: given name and family name,Polish,pl,Mika (imię)
Mika,Q1158495,name: given name and family name,Serbian,sr,Мика (име)
Mikako,Q6845660,given name (みかこ),English,en,Mikako
Mikako,Q6845660,given name (みかこ),Korean,ko,미카코
Mikal (given name),Q21467686,male given name,English,en,Mikal (given name)
Mikal (given name),Q21467686,male given name,Norwegian,no,Mikal
Mikalai,Q19411999,male given name (Мікалай); Belarusian language,Belarusian,be,Мікалай
Mikalai,Q19411999,male given name (Мікалай); Belarusian language,English,en,Mikalai
Mikalojus,Q1236710,male given name,German,de,Mikalojus
Mikalojus,Q1236710,male given name,English,en,Mikalojus
Mike (given name),Q361309,male given name,English,en,Mike (given name)
Mike (given name),Q361309,male given name,Persian,fa,مایک
Mike (given name),Q361309,male given name,Finnish,fi,Mike
Mike (given name),Q361309,male given name,Swedish,sv,Mike
Mike (given name),Q361309,male given name,Chinese,zh,Mike
Mikel,Q18697349,Given name,English,en,Mikel
Mikel,Q18697349,Given name,Basque,eu,Mikel
Mikel,Q18697349,Given name,French,fr,Mikel
Miķelis,Q18324358,Wikimedia disambiguation page,English,en,Miķelis
Mikey,Q6849437,Wikimedia disambiguation page,English,en,Mikey
Mikey,Q6849437,Wikimedia disambiguation page,Japanese,ja,マイキー
Mikey,Q6849437,Wikimedia disambiguation page,Korean,ko,마이키
Mikheil,Q80574868,male given name (მიხეილ),English,en,Mikheil
Miki (given name),Q16279454,unisex given name (みき),English,en,Miki (given name)
Mikiko,Q6849876,female given name,German,de,Mikiko
Mikiko,Q6849876,female given name,English,en,Mikiko
Mikiko,Q6849876,female given name,Korean,ko,미키코
Mikio,Q6849888,male given name,English,en,Mikio
Mikio,Q6849888,male given name,Korean,ko,미키오
Mikita,Q19413179,male given name (Мікіта),Belarusian,be,Мікіта
Mikita,Q19413179,male given name (Мікіта),English,en,Mikita
Mikito,Q48981895,No description defined,English,en,Mikito
Mikiya,Q65050140,No description defined,English,en,Mikiya
Mikk,Q1933667,male given name,German,de,Mikk
Mikk,Q1933667,male given name,English,en,Mikk
Mikk,Q1933667,male given name,Estonian,et,Mikk
Mikkel,Q1459707,male given name,Danish,da,Mikkel
Mikkel,Q1459707,male given name,German,de,Mikkel
Mikkel,Q1459707,male given name,English,en,Mikkel
Mikkel,Q1459707,male given name,Finnish,fi,Mikkel
Mikkel,Q1459707,male given name,Norwegian Nynorsk,nn,Mikkel
Mikkel,Q1459707,male given name,Norwegian,no,Mikkel
Mikki,Q11882685,given name,English,en,Mikki
Mikki,Q11882685,given name,Finnish,fi,Mikki
Mikkjel,Q105038395,No description defined,English,en,Mikkjel
Mikko,Q1933706,male given name,German,de,Mikko
Mikko,Q1933706,male given name,English,en,Mikko
Mikko,Q1933706,male given name,Finnish,fi,Mikko
Mikko,Q1933706,male given name,French,fr,Mikko
Mikko,Q1933706,male given name,Japanese,ja,ミッコ
Miklós,Q1318858,Wikimedia disambiguation page,Arabic,ar,ميكلوش (اسم)
Miklós,Q1318858,Wikimedia disambiguation page,German,de,Miklós
Miklós,Q1318858,Wikimedia disambiguation page,English,en,Miklós
Miklós,Q1318858,Wikimedia disambiguation page,Japanese,ja,ミクローシュ
Miklós,Q1318858,Wikimedia disambiguation page,Russian,ru,Миклош
Miklós,Q1318858,Wikimedia disambiguation page,Slovak,sk,Miklós
Miklós,Q1318858,Wikimedia disambiguation page,Ukrainian,uk,Міклош
Miko (name),Q16279459,given name,English,en,Miko (name)
Miko (name),Q16279459,given name,Finnish,fi,Miko (nimi)
Miko (name),Q16279459,given name,Slovenian,sl,Miko
Miko (name),Q16279459,given name,Serbian,sr,Мико
Miko (name),Q16279459,given name,Ukrainian,uk,Міко (значення)
Mikola,Q27945769,family name,English,en,Mikola
Mikołaj,Q11341951,Wikimedia disambiguation page,English,en,Mikołaj
Mikołaj,Q11341951,Wikimedia disambiguation page,Japanese,ja,ミコワイ
Mikolas,Q18324359,family name,English,en,Mikolas
Mikolas,Q18324359,family name,Japanese,ja,マイコラス
Mikoto,Q951741,given name,English,en,Mikoto
Mikoto,Q951741,given name,Polish,pl,Mikoto
Mikuru,Q6584115,Wikimedia disambiguation page,English,en,Mikuru
Mikuru,Q6584115,Wikimedia disambiguation page,Thai,th,มิกุรุ
Mila (given name),Q3217317,unisex given name,Arabic,ar,ميلا (اسم)
Mila (given name),Q3217317,unisex given name,German,de,Mila
Mila (given name),Q3217317,unisex given name,English,en,Mila (given name)
Mila (given name),Q3217317,unisex given name,Spanish,es,Mila (nombre)
Mila (given name),Q3217317,unisex given name,Finnish,fi,Mila
Mila (given name),Q3217317,unisex given name,Norwegian,no,Mila
Mila (given name),Q3217317,unisex given name,Slovenian,sl,Mila (ime)
Milad (given name),Q20000614,Male given name from Persian origin,English,en,Milad (given name)
Milad (given name),Q20000614,Male given name from Persian origin,Dutch,nl,Milad
Milada (name),Q3490935,female given name,Czech,cs,Milada
Milada (name),Q3490935,female given name,German,de,Milada
Milada (name),Q3490935,female given name,English,en,Milada (name)
Milada (name),Q3490935,female given name,Slovak,sk,Milada (prvé meno)
Milada (name),Q3490935,female given name,Slovenian,sl,Milada
Miladin,Q12796586,male given name,English,en,Miladin
Miladin,Q12796586,male given name,Slovenian,sl,Miladin
Milagros (given name),Q3857549,female given name,English,en,Milagros (given name)
Milagros (given name),Q3857549,female given name,Italian,it,Milagros (nome)
Milagros (given name),Q3857549,female given name,Norwegian,no,Milagros
Milan (given name),Q1076681,male given name,Arabic,ar,ميلان (اسم)
Milan (given name),Q1076681,male given name,Czech,cs,Milan
Milan (given name),Q1076681,male given name,German,de,Milan (Vorname)
Milan (given name),Q1076681,male given name,English,en,Milan (given name)
Milan (given name),Q1076681,male given name,Spanish,es,Milan (nombre)
Milan (given name),Q1076681,male given name,French,fr,Milan (prénom)
Milan (given name),Q1076681,male given name,Italian,it,Milan (nome)
Milan (given name),Q1076681,male given name,Dutch,nl,Milan (voornaam)
Milan (given name),Q1076681,male given name,Norwegian,no,Milan (navn)
Milan (given name),Q1076681,male given name,Polish,pl,Milan (imię)
Milan (given name),Q1076681,male given name,Slovak,sk,Milan (prvé meno)
Milan (given name),Q1076681,male given name,Slovenian,sl,Milan (ime)
Milan (given name),Q1076681,male given name,Serbian,sr,Милан (име)
Milan (given name),Q1076681,male given name,Swedish,sv,Milan (namn)
Milan (given name),Q1076681,male given name,Ukrainian,uk,Мілан (ім'я)
Milano (given name),Q107426881,given name,English,en,Milano (given name)
Milburn (given name),Q16279469,male given name,English,en,Milburn (given name)
Milda (given name),Q3857825,female given name,German,de,Milda (Vorname)
Milda (given name),Q3857825,female given name,English,en,Milda (given name)
Milda (given name),Q3857825,female given name,Estonian,et,Milda (eesnimi)
Milda (given name),Q3857825,female given name,Finnish,fi,Milda
Milda (given name),Q3857825,female given name,Icelandic,is,Milda
Milda (given name),Q3857825,female given name,Italian,it,Milda (nome)
Mildred (name),Q11287301,female given name,Czech,cs,Mildred
Mildred (name),Q11287301,female given name,German,de,Mildred
Mildred (name),Q11287301,female given name,English,en,Mildred (name)
Mildred (name),Q11287301,female given name,Estonian,et,Mildred
Mildred (name),Q11287301,female given name,French,fr,Mildred
Mildred (name),Q11287301,female given name,Italian,it,Mildred
Mildred (name),Q11287301,female given name,Dutch,nl,Mildred (naam)
Mildred (name),Q11287301,female given name,Norwegian Nynorsk,nn,Mildrid
Mildred (name),Q11287301,female given name,Norwegian,no,Mildrid
Mildred (name),Q11287301,female given name,Polish,pl,Mildreda
Mile (given name),Q63730627,given name,English,en,Mile (given name)
Mile (given name),Q63730627,given name,Japanese,ja,ミレ
Milen,Q6851230,Wikimedia disambiguation page,English,en,Milen
Milena (given name),Q1759001,female given name,Czech,cs,Milena
Milena (given name),Q1759001,female given name,German,de,Milena (Vorname)
Milena (given name),Q1759001,female given name,English,en,Milena (given name)
Milena (given name),Q1759001,female given name,Spanish,es,Milena (nombre propio)
Milena (given name),Q1759001,female given name,Estonian,et,Milena
Milena (given name),Q1759001,female given name,French,fr,Milena (prénom)
Milena (given name),Q1759001,female given name,Armenian,hy,Միլենա (անձնանուն)
Milena (given name),Q1759001,female given name,Italian,it,Milena (nome)
Milena (given name),Q1759001,female given name,Dutch,nl,Milena (voornaam)
Milena (given name),Q1759001,female given name,Norwegian,no,Milena
Milena (given name),Q1759001,female given name,Polish,pl,Milena (imię)
Milena (given name),Q1759001,female given name,Russian,ru,Милена (имя)
Milena (given name),Q1759001,female given name,Slovak,sk,Milena
Milena (given name),Q1759001,female given name,Slovenian,sl,Milena
Milenko,Q6851268,male given name,English,en,Milenko
Milenko,Q6851268,male given name,Slovenian,sl,Milenko
Milenko,Q6851268,male given name,Serbian,sr,Миленко
Milenko,Q6851268,male given name,Ukrainian,uk,Міленко
Miles (given name),Q6851298,male given name,English,en,Miles (given name)
Miles (given name),Q6851298,male given name,Italian,it,Miles (nome)
Miles (given name),Q6851298,male given name,Latin,la,Miles (nomen)
Miles (given name),Q6851298,male given name,Ukrainian,uk,Майлз (ім'я)
Mileta,Q16877003,family name,English,en,Mileta
Milford (name),Q115801792,No description defined,English,en,Milford (name)
Milić,Q6857930,name: given name and surname,English,en,Milić
Milić,Q6857930,name: given name and surname,Polish,pl,Milić
Milić,Q6857930,name: given name and surname,Slovenian,sl,Milić
Milić,Q6857930,name: given name and surname,Serbian,sr,Милић
Milica,Q2659032,female given name,Bulgarian,bg,Милица
Milica,Q2659032,female given name,English,en,Milica
Milica,Q2659032,female given name,Italian,it,Mila (nome)
Milica,Q2659032,female given name,Lithuanian,lt,Milica
Milica,Q2659032,female given name,Russian,ru,Милица
Milica,Q2659032,female given name,Slovak,sk,Milica
Milica,Q2659032,female given name,Slovenian,sl,Milica (ime)
Milica,Q2659032,female given name,Serbian,sr,Милица
Milica,Q2659032,female given name,Ukrainian,uk,Милиця (ім'я)
Milija (name),Q115800603,No description defined,English,en,Milija (name)
Milind,Q113997755,set index article,English,en,Milind
Milisav,Q109848779,No description defined,English,en,Milisav
Milivoj,Q6857924,male given name,English,en,Milivoj
Milivoj,Q6857924,male given name,Polish,pl,Miłowoj
Milivoj,Q6857924,male given name,Slovenian,sl,Milivoj
Milivoje,Q28874373,male given name (Миливоје),English,en,Milivoje
Milja,Q11882849,female given name,English,en,Milja
Milja,Q11882849,female given name,Estonian,et,Milja
Milja,Q11882849,female given name,Finnish,fi,Milja
Milja,Q11882849,female given name,Slovenian,sl,Milja (ime)
Milja,Q11882849,female given name,Serbian,sr,Миља (име)
Miljan,Q16877009,male given name,English,en,Miljan
Miljenko,Q107501133,male given name,English,en,Miljenko
Miljko,Q16877010,Wikimedia disambiguation page,English,en,Miljko
Milka (given name),Q1479165,female given name,German,de,Milka
Milka (given name),Q1479165,female given name,English,en,Milka (given name)
Milka (given name),Q1479165,female given name,Finnish,fi,Milka (nimi)
Milka (given name),Q1479165,female given name,Slovenian,sl,Milka
Milka (given name),Q1479165,female given name,Serbian,sr,Милка
Milkha,Q6858086,given name,English,en,Milkha
Milko (name),Q23907632,male given name,English,en,Milko (name)
Milko (name),Q23907632,male given name,Italian,it,Milko
Milko (name),Q23907632,male given name,Slovenian,sl,Milko
Millan,Q16291730,family name,English,en,Millan
Millard (given name),Q16279478,male given name,English,en,Millard (given name)
Milledge,Q6858717,family name,English,en,Milledge
Millia,Q27700160,female given name,English,en,Millia
Millicent,Q1445457,female given name,German,de,Millicent
Millicent,Q1445457,female given name,English,en,Millicent
Millicent,Q1445457,female given name,Italian,it,Millicent
Millicent,Q1445457,female given name,Malagasy,mg,Millicent
Millicent,Q1445457,female given name,Norwegian,no,Millicent
Millie,Q20899009,female given name,English,en,Millie
Mills (given name),Q16279484,male given name,English,en,Mills (given name)
Milly,Q19968572,female given name,English,en,Milly
Milo (name),Q18760887,male given name,German,de,Milo (Vorname)
Milo (name),Q18760887,male given name,English,en,Milo (name)
Milo (name),Q18760887,male given name,Persian,fa,مایلو (نام)
Milo (name),Q18760887,male given name,Finnish,fi,Milo (nimi)
Milo (name),Q18760887,male given name,Italian,it,Milo (nome)
Milo (name),Q18760887,male given name,Albanian,sq,Milo
Milo (name),Q18760887,male given name,Swedish,sv,Milo
Miloje,Q16877151,Wikimedia disambiguation page,English,en,Miloje
Milomir,Q6860407,male given name,English,en,Milomir
Milorad,Q1935711,male given name,German,de,Milorad
Milorad,Q1935711,male given name,English,en,Milorad
Milorad,Q1935711,male given name,Italian,it,Milorad
Milorad,Q1935711,male given name,Polish,pl,Miłorad
Milorad,Q1935711,male given name,Russian,ru,Милорад
Milorad,Q1935711,male given name,Slovenian,sl,Milorad
Miloš,Q19818007,male given name,Czech,cs,Miloš
Miloš,Q19818007,male given name,German,de,Miloš
Miloš,Q19818007,male given name,English,en,Miloš
Miloš,Q19818007,male given name,Upper Sorbian,hsb,Miloš
Miloš,Q19818007,male given name,Norwegian,no,Miloš
Miloš,Q19818007,male given name,Serbo-Croatian,sh,Miloš
Miloš,Q19818007,male given name,Slovak,sk,Miloš
Miloš,Q19818007,male given name,Slovenian,sl,Miloš
Miloš,Q19818007,male given name,Serbian,sr,Милош
Miloslav,Q4927325,male given name,Czech,cs,Miloslav
